"Prevalence_ID","Topography","Topo_code","Morphology","Morpho_code","Sample_analyzed","Sample_mutated","Population","Country","Comment","Ref_ID","Cross_Ref_ID","Title","Authors","S_Ref_Year","Journal","Volume","Start_page","End_page","PubMed","Ref_comment","Tissue_processing","Start_material","Prescreening","Material_sequenced","exon2","exon3","exon4","exon5","exon6","exon7","exon8","exon9","exon10","exon11","Exclude_analysis","WGS_WXS"
"980","COLORECTUM, NOS","C18-C20","Carcinoma, NOS","8010/3","17","9","Eastern Asia","Japan","","1531","","Frequent p53 mutation in brain (fetal)-type glycogen phosphorylase positive foci adjacent to human 'de novo' colorectal carcinomas","Shimada S;Shiomori K;Tashima S;Tsuruta J;Ogawa M;","2001","Br J Cancer","84","1497","1504","11384100","","fixed","DNA","SSCP","cloned","false","false","false","true","true","true","true","false","false","false","false","No"
"981","HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS","C42","Myelodysplastic syndrome, NOS","9989/3","59","7","NA","NA","","1532","","Abnormalities of the p53, N-ras, DCC and FLT-3 Genes in Myelodysplastic Syndromes","Nakamura K;Inokuchi K;Dan K;","2001","J Nippon Med Sch","68","143","148","11301359","","","","SSCP","","false","false","false","true","true","true","true","false","false","false","false","No"
"982","BRAIN","C71","Glioma, malignant (C71._)","9380/3","172","30","Northern America","USA","","1534","","Ethnicity delineates different genetic pathways in malignant glioma","Chen P;Aldape K;Wiencke JK;Kelsey KT;Miike R;Davis RL;Liu J;Kesler-Diaz A;Takahashi M;Wrensch M;","2001","Cancer Res","61","3949","3954","11358811","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"983","BRAIN","C71","Pilocytic astrocytoma (C71._)","9421/1","3","1","Northern Europe","UK","","1536","","Characterisation of molecular alterations in microdissected archival gliomas","Walker C;Joyce KA;Thompson-Hehir J;Davies MP;Gibbs FE;Halliwell N;Lloyd BH;Machell Y;Roebuck MM;Salisbury J;Sibson DR;Du PD;Broome J;Rossi ML;","2001","Acta Neuropathol (Berl)","101","321","333","11355303","","fixed","DNA","none","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"984","BRAIN","C71","Astrocytoma, NOS (C71._)","9400/3","13","2","Northern Europe","UK","+ 1 SNP deleted","1536","","Characterisation of molecular alterations in microdissected archival gliomas","Walker C;Joyce KA;Thompson-Hehir J;Davies MP;Gibbs FE;Halliwell N;Lloyd BH;Machell Y;Roebuck MM;Salisbury J;Sibson DR;Du PD;Broome J;Rossi ML;","2001","Acta Neuropathol (Berl)","101","321","333","11355303","","fixed","DNA","none","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"985","BRAIN","C71","Astrocytoma, anaplastic (C71._)","9401/3","14","4","Northern Europe","UK","","1536","","Characterisation of molecular alterations in microdissected archival gliomas","Walker C;Joyce KA;Thompson-Hehir J;Davies MP;Gibbs FE;Halliwell N;Lloyd BH;Machell Y;Roebuck MM;Salisbury J;Sibson DR;Du PD;Broome J;Rossi ML;","2001","Acta Neuropathol (Berl)","101","321","333","11355303","","fixed","DNA","none","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"986","BRAIN","C71","Glioblastoma, NOS (C71._)","9440/3","13","4","Northern Europe","UK","+ 1 SNP deleted","1536","","Characterisation of molecular alterations in microdissected archival gliomas","Walker C;Joyce KA;Thompson-Hehir J;Davies MP;Gibbs FE;Halliwell N;Lloyd BH;Machell Y;Roebuck MM;Salisbury J;Sibson DR;Du PD;Broome J;Rossi ML;","2001","Acta Neuropathol (Berl)","101","321","333","11355303","","fixed","DNA","none","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"987","BREAST","C50","Ductal carcinoma in situ, solid type (C50._)","8230/2","49","0","Northern America","Canada","Low grade cases","1538","","p53 missense mutations in microdissected high-grade ductal carcinoma in situ of the breast","Done SJ;Eskandarian S;Bull S;Redston M;Andrulis IL;","2001","J Natl Cancer Inst","93","700","704","11333292","","fixed","DNA","SSCP","direct","false","false","true","true","true","true","true","true","true","false","false","No"
"988","BREAST","C50","Ductal carcinoma in situ, solid type (C50._)","8230/2","23","1","Northern America","Canada","Intermediate-grade cases","1538","","p53 missense mutations in microdissected high-grade ductal carcinoma in situ of the breast","Done SJ;Eskandarian S;Bull S;Redston M;Andrulis IL;","2001","J Natl Cancer Inst","93","700","704","11333292","","fixed","DNA","SSCP","direct","false","false","true","true","true","true","true","true","true","false","false","No"
"989","BREAST","C50","Ductal carcinoma in situ, solid type (C50._)","8230/2","22","9","Northern America","Canada","High-grade cases","1538","","p53 missense mutations in microdissected high-grade ductal carcinoma in situ of the breast","Done SJ;Eskandarian S;Bull S;Redston M;Andrulis IL;","2001","J Natl Cancer Inst","93","700","704","11333292","","fixed","DNA","SSCP","direct","false","false","true","true","true","true","true","true","true","false","false","No"
"990","OVARY","C56","Cancer, NOS","8000/3","86","42","Northern America","USA","Sporadic cases","1539","707","The p53 Mutational Spectrum Associated with BRCA1 Mutant Ovarian Cancer","Buller RE;Lallas TA;Shahin MS;Sood AK;Hatterman-Zogg M;Anderson B;Sorosky JI;Kirby PA;","2001","Clin Cancer Res","7","831","838","11309330","See also ref  976, 1294, 1518, 1648 and 1816","fixed/frozen","DNA","SSCP","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"991","OVARY","C56","Cancer, NOS","8000/3","15","13","Northern America","USA","Samples with BRCA1 somatic mutation","1539","707","The p53 Mutational Spectrum Associated with BRCA1 Mutant Ovarian Cancer","Buller RE;Lallas TA;Shahin MS;Sood AK;Hatterman-Zogg M;Anderson B;Sorosky JI;Kirby PA;","2001","Clin Cancer Res","7","831","838","11309330","See also ref  976, 1294, 1518, 1648 and 1816","fixed/frozen","DNA","SSCP","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"992","OVARY","C56","Cancer, NOS","8000/3","20","16","Northern America","USA","BRCA1 carriers","1539","707","The p53 Mutational Spectrum Associated with BRCA1 Mutant Ovarian Cancer","Buller RE;Lallas TA;Shahin MS;Sood AK;Hatterman-Zogg M;Anderson B;Sorosky JI;Kirby PA;","2001","Clin Cancer Res","7","831","838","11309330","See also ref  976, 1294, 1518, 1648 and 1816","fixed/frozen","DNA","SSCP","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"993","STOMACH","C16","Carcinoma, NOS","8010/3","12","3","South Eastern Asia","Chinese Taipei (Taiwan)","Early cancer","1542","","Mutations of p53 gene in gastric carcinoma in Taiwan","Wang JY;Lin SR;Hsieh JS;Hsu CH;Huang YS;Huang TJ;","2001","Anticancer Res","21","513","520","11299797","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"994","STOMACH","C16","Carcinoma, NOS","8010/3","24","4","South Eastern Asia","Chinese Taipei (Taiwan)","","1542","","Mutations of p53 gene in gastric carcinoma in Taiwan","Wang JY;Lin SR;Hsieh JS;Hsu CH;Huang YS;Huang TJ;","2001","Anticancer Res","21","513","520","11299797","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"995","COLORECTUM, NOS","C18-C20","Adenocarcinoma, NOS","8140/3","75","41","Northern Europe","Sweden","","1543","","p53 Mutations are present in colorectal cancer with cytoplasmic p53 accumulation","Jansson A;Gentile M;Sun XF;","2001","Int J Cancer","92","338","341","11291068","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"996","CONNECTIVE, SUBCUTANEOUS AND OTHER SOFT TISSUES","C49","Sarcoma, NOS","8800/3","31","6","Northern Europe","Denmark","","1547","","Hypoxia in human soft tissue sarcomas: Adverse impact on survival and no association with p53 mutations","Nordsmark M;Alsner J;Keller J;Nielsen OS;Jensen OM;Horsman MR;Overgaard J;","2001","Br J Cancer","84","1070","1075","11308256","","fixed/frozen","DNA","DGGE","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"997","COLORECTUM, NOS","C18-C20","Adenocarcinoma, NOS","8140/3","181","56","South Eastern Asia","Chinese Taipei (Taiwan)","+ 1 polymorphim at codon 217","1548","1548","Mutations of p53 gene in human colorectal cancer: distinct frameshifts among populations","Tang R;Wang PF;Wang HC;Wang JY;Hsieh LL;","2001","Int J Cancer","91","863","868","11275993","See ref 1932","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"998","STOMACH","C16","Cancer, NOS","8000/3","64","13","Eastern Asia","Japan","","1550","","Association between CagA+ Helicobacter pylori infection and p53, bax and transforming growth factor-beta-RII gene mutations in gastric cancer patients","Deguchi R;Takagi A;Kawata H;Inoko H;Miwa T;","2001","Int J Cancer","91","481","485","11251969","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"999","BREAST","C50","Cancer, NOS","8000/3","48","24","Northern Europe","UK","Aggressive cancers","1552","","Improving the detection of p53 mutations in breast cancer by use of the FASAY, a functional assay","Duddy PM;Hanby AM;Barnes DM;Camplejohn RS;","2001","J Mol Diagn","2","139","144","11229518","","frozen","RNA","FASAY","cloned","false","false","true","true","true","true","true","true","true","false","false","No"
"1000","BRAIN","C71","Glioblastoma, NOS (C71._)","9440/3","88","17","Northern America","USA","","1554","","Analysis of complex relationships between age, p53, epidermal growth factor receptor, and survival in glioblastoma patients","Simmons ML;Lamborn KR;Takahashi M;Chen P;Israel MA;Berger MS;Godfrey T;Nigro J;Prados M;Chang S;Barker FG;Aldape K;","2001","Cancer Res","61","1122","1128","11221842","","","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1001","HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS","C42","B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma","9823/3","30","14","Northern America","USA","","1561","","Significance of p53 mutations in patients with chronic lymphocytic leukemia: a sequential study of 30 patients","Barnabas N;Shurafa M;Van Dyke DL;Wolman SR;Clark D;Worsham MJ;","2001","Cancer","91","285","293","11180073","","fresh","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1002","STOMACH","C16","Adenocarcinoma, NOS","8140/3","39","20","Eastern Asia","China, Hong-Kong","","1563","","Association between cyclo-oxygenase-2 overexpression and missense p53 mutations in gastric cancer","Leung WK;To KF;Ng YP;Lee TL;Lau JY;Chan FK;Ng EK;Chung SC;Sung JJ;","2001","Br J Cancer","84","335","339","11161397","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1003","SKIN (excludes Skin of vulva, Skin of penis, Skin of scrotum )","C44","Basal cell carcinoma, NOS (C44._)","8090/3","24","11","Northern America","USA","","1565","","Role of PTCH and p53 genes in early-onset basal cell carcinoma","Zhang H;Ping XL;Lee PK;Wu XL;Yao YJ;Zhang MJ;Silvers DN;Ratner D;Malhotra R;Peacocke M;Tsou HC;","2001","Am J Pathol","158","381","385","11159175","","fixed","DNA","SSCP","direct","false","false","true","true","true","true","true","false","false","false","false","No"
"1004","BRAIN","C71","Astrocytoma, NOS (C71._)","9400/3","29","10","Northern America","USA","High grade pediatric astrocytomas","1567","","Preferential inactivation of the p53 tumor suppressor pathway and lack of EGFR amplification distinguish de novo high grade pediatric astrocytomas from de novo adult astrocytomas","Sung T;Miller DC;Hayes RL;Alonso M;Yee H;Newcomb EW;","2000","Brain Pathol","10","249","259","10764044","","fixed","DNA","SSCP","direct","false","false","true","true","true","true","true","false","true","false","false","No"
"1006","LYMPH NODES","C77","Hodgkin lymphoma, NOS","9650/3","26","3","Western Europe","The Netherlands","","1568","","TP53 gene mutations in Hodgkin lymphoma are infrequent and not associated with absence of Epstein-Barr virus","Maggio EM;Stekelenburg E;Van den BA;Poppema S;","2001","Int J Cancer","94","60","66","11668479","","","DNA","DGGE","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1007","NASAL CAVITY AND MIDDLE EAR","C30","NK/T-cell lymphoma, nasal and nasal-type","9719/3","21","5","Central America","Mexico","","1569","","p53 Mutations in Nasal Natural Killer/T-Cell Lymphoma from Mexico : Association with Large Cell Morphology and Advanced Disease","Quintanilla-Martinez L;Kremer M;Keller G;Nathrath M;Gamboa-Dominguez A;Meneses A;Luna-Contreras L;Cabras A;Hoefler H;Mohar A;Fend F;","2001","Am J Pathol","159","2095","2105","11733360","","fixed","DNA","DHPLC","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1008","BRONCHUS AND LUNG","C34","Cancer, NOS","8000/3","117","22","Northern America","USA","Non-smokers","1570","","p53 and K-ras mutations in lung cancers from former and never-smoking women","Vahakangas KH;Bennett WP;Castren K;Welsh JA;Khan MA;Blomeke B;Alavanja MC;Harris CC;","2001","Cancer Res","61","4350","4356","11389059","","","DNA","SSCP","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"1009","BRONCHUS AND LUNG","C34","Cancer, NOS","8000/3","11","6","Northern America","USA","Ex-smokers","1570","","p53 and K-ras mutations in lung cancers from former and never-smoking women","Vahakangas KH;Bennett WP;Castren K;Welsh JA;Khan MA;Blomeke B;Alavanja MC;Harris CC;","2001","Cancer Res","61","4350","4356","11389059","","","DNA","SSCP","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"1010","BRONCHUS AND LUNG","C34","Adenocarcinoma, NOS","8140/3","145","50","Eastern Asia","Japan","","1615","1571","Clinicopathological and molecular evidence indicating the independence of bronchioloalveolar components from other subtypes of human peripheral lung adenocarcinoma","Koga T;Hashimoto S;Sugio K;Yoshino I;Mojtahedzadeh S;Matsuo Y;Yonemitsu Y;Sugimachi K;Sueishi K;","2001","Clin Cancer Res","7","1730","1738","11410513","","fixed","DNA","SSCP","direct","true","true","true","true","true","true","true","true","false","false","false","No"
"1011","LYMPH NODES","C77","Marginal zone B-cell lymphoma, NOS","9699/3","48","11","Northern Europe","UK","Low grade cases","592","","The accumulation of p53 abnormalities is associated with progression of mucosa-associated lymphoid tissue lymphoma","Du M;Peng H;Singh N;Isaacson PG;Pan L;","1995","Blood","86","4587","4593","0008541549","","fixed/frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1012","LYMPH NODES","C77","Marginal zone B-cell lymphoma, NOS","9699/3","27","10","Northern Europe","UK","High grade cases","592","","The accumulation of p53 abnormalities is associated with progression of mucosa-associated lymphoid tissue lymphoma","Du M;Peng H;Singh N;Isaacson PG;Pan L;","1995","Blood","86","4587","4593","0008541549","","fixed/frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1013","HEAD&NECK, NOS","C00-C14","Squamous cell carcinoma, NOS","8070/3","9","4","Western Europe","Germany","","2347","1076","Head and neck tumor sites differ in prevalence and spectrum of p53 alterations but these have limited prognostic value","Bosch FX;Ritter D;Enders C;Flechtenmacher C;Abel U;Dietz A;Hergenhahn M;Weidauer H;","2004","Int J Cancer","111","530","538","15239130","Data sent by F. Bosch in Sept 07","frozen","DNA","AmpliChip/none","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"1014","BRAIN","C71","Astrocytoma, anaplastic (C71._)","9401/3","31","14","Western Europe","Switzerland","","1310","","Cells with TP53 mutations in low grade astrocytic tumors evolve clonally to malignancy and are an unfavorable prognostic factor","Ishii N;Tada M;Hamou MF;Janzer RC;Meagher-Villemure K;Wiestler OD;Tribolet N;Van Meir EG;","1999","Oncogene","18","5870","5878","0010557074","","frozen","RNA","FASAY","cloned","true","true","true","true","true","true","true","true","true","true","false","No"
"1016","BRAIN","C71","Glioma, malignant (C71._)","9380/3","135","43","NA","NA","","1574","","Tumor suppressor gene alterations in malignant gliomas: histopathological associations and prognostic evaluation","James CD;Galanis E;Frederick L;Kimmel DW;Cunningham JM;Atherton-Skaff PJ;O'Fallon JR;Jenkins RB;Buckner JC;Hunter SB;Olson JJ;Scheithauer BW;","1999","Int J Oncol","15","547","553","10427138","","frozen","DNA","none","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1017","BREAST","C50","Cancer, NOS","8000/3","30","8","NA","NA","","1575","","p53 as a potential predictive factor of response to chemotherapy: feasibility of p53 assessment using a functional test in yeast from trucut biopsies in breast cancer patients","Bonnefoi H;Ducraux A;Movarekhi S;Pelte MF;Bongard S;Lurati E;Iggo R;","2002","Br J Cancer","86","750","755","11875738","","fixed","RNA","FASAY","cloned","false","false","true","true","true","true","true","false","false","false","false","No"
"1018","ESOPHAGUS","C15","Squamous cell carcinoma, NOS","8070/3","135","47","South America","Brazil","","1576","","TP53 mutation pattern of esophageal squamous cell carcinomas in a high risk area (Southern Brazil): role of life style factors","Putz A;Hartmann AA;Fontes PR;Alexandre CO;Silveira DA;Klug SJ;Rabes HM;","2002","Int J Cancer","98","99","105","11857392","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","true","false","false","false","No"
"1020","BRAIN","C71","Glioblastoma, NOS (C71._)","9440/3","46","13","More developed regions,NOS","More developed regions,NOS","","1578","","Aberrant p53, mdm2, and proliferation differ in glioblastomas from long- term compared with typical survivors","Burton EC;Lamborn KR;Forsyth P;Scott J;O'Campo J;Uyehara-Lock J;Prados M;Berger M;Passe S;Uhm J;O'Neill BP;Jenkins RB;Aldape KD;","2002","Clin Cancer Res","8","180","187","11801556","","","","","","false","false","false","true","true","true","true","false","false","false","false","No"
"1021","BRAIN","C71","Astrocytoma, NOS (C71._)","9400/3","21","3","NA","NA","","1580","","Detection of a novel point mutation in the p53 gene in grade II astrocytomas by PCR-SSCP analysis with additional Klenow treatment","Chawengchao B;Petmitr S;Ponglikitmongkol M;Chanyavanich V;Sangruji T;Theerapuncharoen V;Hayashi K;Thangnipon W;","2001","Anticancer Res","21","2739","2743","11724349","","frozen","DNA","SSCP","direct","true","true","true","true","true","true","true","true","true","true","false","No"
"1022","BRAIN","C71","Glioblastoma, NOS (C71._)","9440/3","11","6","NA","NA","","1582","","p53 mutation, EGFR gene amplification and loss of heterozygosity on chromosome 10, 17 p in human gliomas","Jin W;Xu X;Yang T;Hua Z;","2000","Chin Med J (Engl)","113","662","666","11776043","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1023","BRAIN","C71","Astrocytoma, anaplastic (C71._)","9401/3","6","3","NA","NA","","1582","","p53 mutation, EGFR gene amplification and loss of heterozygosity on chromosome 10, 17 p in human gliomas","Jin W;Xu X;Yang T;Hua Z;","2000","Chin Med J (Engl)","113","662","666","11776043","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1024","BRAIN","C71","Astrocytoma, NOS (C71._)","9400/3","8","1","NA","NA","","1582","","p53 mutation, EGFR gene amplification and loss of heterozygosity on chromosome 10, 17 p in human gliomas","Jin W;Xu X;Yang T;Hua Z;","2000","Chin Med J (Engl)","113","662","666","11776043","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1025","BRAIN","C71","Pilocytic astrocytoma (C71._)","9421/1","7","0","NA","NA","","1582","","p53 mutation, EGFR gene amplification and loss of heterozygosity on chromosome 10, 17 p in human gliomas","Jin W;Xu X;Yang T;Hua Z;","2000","Chin Med J (Engl)","113","662","666","11776043","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1026","BRAIN","C71","Medulloblastoma, NOS (C71.6)","9470/3","10","0","NA","NA","","1582","","p53 mutation, EGFR gene amplification and loss of heterozygosity on chromosome 10, 17 p in human gliomas","Jin W;Xu X;Yang T;Hua Z;","2000","Chin Med J (Engl)","113","662","666","11776043","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1027","BRAIN","C71","Glioblastoma, NOS (C71._)","9440/3","25","6","NA","NA","Oligodendroglial component","1583","","Glioblastomas with an oligodendroglial component: a pathological and molecular study","He J;Mokhtari K;Sanson M;Marie Y;Kujas M;Huguet S;Leuraud P;Capelle L;Delattre JY;Poirier J;Hoang-Xuan K;","2001","J Neuropathol Exp Neurol","60","863","871","11556543","","frozen","DNA","DGGE","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1028","BRAIN","C71","Astrocytoma, NOS (C71._)","9400/3","6","3","NA","NA","Grade 2 cases","1593","","Correlation of histology and molecular genetic analysis of 1p, 19q, 10q, TP53, EGFR, CDK4, and CDKN2A in 91 astrocytic and oligodendroglial tumors","Ueki K;Nishikawa R;Nakazato Y;Hirose T;Hirato J;Funada N;Fujimaki T;Hojo S;Kubo O;Ide T;Usui M;Ochiai C;Ito S;Takahashi H;Mukasa A;Asai A;Kirino T;","2002","Clin Cancer Res","8","196","201","11801559","","","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1029","BRAIN","C71","Astrocytoma, anaplastic (C71._)","9401/3","7","4","NA","NA","Grade 3 cases","1593","","Correlation of histology and molecular genetic analysis of 1p, 19q, 10q, TP53, EGFR, CDK4, and CDKN2A in 91 astrocytic and oligodendroglial tumors","Ueki K;Nishikawa R;Nakazato Y;Hirose T;Hirato J;Funada N;Fujimaki T;Hojo S;Kubo O;Ide T;Usui M;Ochiai C;Ito S;Takahashi H;Mukasa A;Asai A;Kirino T;","2002","Clin Cancer Res","8","196","201","11801559","","","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1030","BRAIN","C71","Glioblastoma, NOS (C71._)","9440/3","45","9","NA","NA","Grade 4 cases","1593","","Correlation of histology and molecular genetic analysis of 1p, 19q, 10q, TP53, EGFR, CDK4, and CDKN2A in 91 astrocytic and oligodendroglial tumors","Ueki K;Nishikawa R;Nakazato Y;Hirose T;Hirato J;Funada N;Fujimaki T;Hojo S;Kubo O;Ide T;Usui M;Ochiai C;Ito S;Takahashi H;Mukasa A;Asai A;Kirino T;","2002","Clin Cancer Res","8","196","201","11801559","","","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1031","BRAIN","C71","Oligodendroglioma, NOS (C71._)","9450/3","21","6","NA","NA","Grade 2 cases","1593","","Correlation of histology and molecular genetic analysis of 1p, 19q, 10q, TP53, EGFR, CDK4, and CDKN2A in 91 astrocytic and oligodendroglial tumors","Ueki K;Nishikawa R;Nakazato Y;Hirose T;Hirato J;Funada N;Fujimaki T;Hojo S;Kubo O;Ide T;Usui M;Ochiai C;Ito S;Takahashi H;Mukasa A;Asai A;Kirino T;","2002","Clin Cancer Res","8","196","201","11801559","","","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1032","BRAIN","C71","Oligodendroglioma, anaplastic (C71._)","9451/3","8","0","NA","NA","Grade 3 cases","1593","","Correlation of histology and molecular genetic analysis of 1p, 19q, 10q, TP53, EGFR, CDK4, and CDKN2A in 91 astrocytic and oligodendroglial tumors","Ueki K;Nishikawa R;Nakazato Y;Hirose T;Hirato J;Funada N;Fujimaki T;Hojo S;Kubo O;Ide T;Usui M;Ochiai C;Ito S;Takahashi H;Mukasa A;Asai A;Kirino T;","2002","Clin Cancer Res","8","196","201","11801559","","","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1033","PERIPHERAL NERVES AND AUTONOMIC NERVOUS SYSTEM","C47","Malignant peripheral nerve sheath tumor","9540/3","17","1","Eastern Asia","Japan","","1596","","Malignant peripheral nerve sheath tumours: high Ki67 labelling index is the significant prognostic indicator","Watanabe T;Oda Y;Tamiya S;Kinukawa N;Masuda K;Tsuneyoshi M;","2001","Histopathology","39","187","197","11493336","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1034","GALLBLADDER","C23","Carcinoma, NOS","8010/3","14","5","NA","NA","","1597","","Genetic alterations in gallbladder adenoma, dysplasia and carcinoma","Kim YT;Kim J;Jang YH;Lee WJ;Ryu JK;Park YK;Kim SW;Kim WH;Yoon YB;Kim CY;","2001","Cancer Lett","169","59","68","11410326","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1035","HEAD&NECK, NOS","C00-C14","Cancer, NOS","8000/3","31","22","NA","NA","","1598","","Loss of MDM2 expression in human head and neck squamous cell carcinomas and clinical significance","Millon R;Muller D;Schultz I;Salvi R;Ghnassia JP;Frebourg T;Wasylyk B;Abecassis J;","2001","Oral Oncol","37","620","631","11590071","","frozen","RNA","FASAY","cloned","false","false","true","true","true","true","true","true","false","false","false","No"
"1036","LIVER AND INTRAHEPATIC BILE DUCTS","C22","Cholangiocarcinoma (C22.1, C24.0)","8160/3","28","3","NA","NA","","1599","","Microsatellite instability and alternative genetic pathway in intrahepatic cholangiocarcinoma","Momoi H;Itoh T;Nozaki Y;Arima Y;Okabe H;Satoh S;Toda Y;Sakai E;Nakagawara K;Flemming P;Yamamoto M;Shimahara Y;Yamaoka Y;Fukumoto M;","2001","J Hepatol","35","235","244","11580146","","fixed/frozen","DNA","none","direct","false","false","true","true","true","true","true","false","false","false","false","No"
"1037","HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS","C42","B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma","9823/3","43","6","NA","NA","","1600","","p53 dysfunction in B-cell chronic lymphocytic leukemia: inactivation of ATM as an alternative to TP53 mutation","Pettitt AR;Sherrington PD;Stewart G;Cawley JC;Taylor AM;Stankovic T;","2001","Blood","98","814","822","11468183","","fresh","DNA","none","direct","false","false","true","true","true","true","true","true","true","false","false","No"
"1038","STOMACH","C16","Adenocarcinoma, NOS","8140/3","105","29","NA","NA","","1602","","CagA status of Helicobacter pylori infection and p53 gene mutations in gastric adenocarcinoma","Shibata A;Parsonnet J;Longacre TA;Garcia MI;Puligandla B;Davis RE;Vogelman JH;Orentreich N;Habel LA;","2002","Carcinogenesis","23","419","424","11895856","","fixed","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1040","HEMATOPOIETIC AND RETICULOENDOTHELIAL SYSTEMS","C42","B-cell chronic lymphocytic leukemia/small lymphocytic lymphoma","9823/3","50","5","NA","NA","","1603","1603","Ataxia telangiectasia mutated-deficient B-cell chronic lymphocytic leukemia occurs in pregerminal center cells and results in defective damage response and unrepaired chromosome damage","Stankovic T;Stewart GS;Fegan C;Biggs P;Last J;Byrd PJ;Keenan RD;Moss PA;Taylor AM;","2002","Blood","99","300","309","11756185","See ref 2046","fresh","DNA/RNA","SSCP","direct","false","false","true","true","true","true","true","true","true","false","false","No"
"1042","LYMPH NODES","C77","Mature T-cell lymphoma, NOS","9702/3","5","5","NA","NA","","1609","","Gene mutations in lymphoproliferative disorders of T and NK/T cell phenotypes developing in renal transplant patients","Hoshida Y;Hongyo T;Nakatsuka S;Nishiu M;Takakuwa T;Tomita Y;Nomura T;Aozasa K;","2002","Lab Invest","82","257","264","11896204","","fixed","DNA","SSCP","direct","false","false","true","true","true","true","true","false","false","false","false","No"
"1043","CERVIX UTERI","C53","Carcinoma, NOS","8010/3","65","7","NA","NA","","1611","","Chromosome 6p21.2, 18q21.2 and human papilloma virus (HPV) DNA can predict prognosis of cervical cancer after radiotherapy","Harima Y;Sawada S;Nagata K;Sougawa M;Ohnishi T;","2001","Int J Cancer","96","286","296","11582581","","frozen","DNA","SSCP","direct","false","false","false","true","true","true","true","false","false","false","false","No"
"1044","BREAST","C50","Cancer, NOS","8000/3","44","7","Northern America","USA","Japanese-American Women","1617","","Low frequency of p53 gene mutations in breast cancers of Japanese-American women","Buzin CH;Tang SH;Cunningham JM;Shibata A;Ross RK;Hartmann A;Blaszyk H;Kovach JS;","2001","Nutr Cancer","39","72","77","11588905","","Fixed","DNA","none","direct","false","false","false","true","true","true","true","true","false","false","false","No"
